"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","EAS",-0.00148507501061179,0.0909832373722716,0.00231916326864222,0.0989184085956921,-0.00165681741481802,0.099214931007427,-0.00124980388506951,0.0918971334034709,-0.00257301325453358,0.0977746931414148
"Standard PCA","EAS",-1.11477311898837e-17,0.0909090909090909,4.83447526091897e-18,0.0909090909090909,1.59253302712625e-17,0.0909090909090909,-4.55009436321785e-18,0.090909090909091,1.74041109393083e-17,0.090909090909091
