"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","AMR",0.000731123839147993,0.0978843084569875,0.000291630973847045,0.0931920128332572,-0.000510957331288472,0.0929226445058793,0.00284416908447736,0.0856032110291354,-0.00291370851255278,0.0857433772479141
"Standard PCA","AMR",1.96884874510864e-16,0.0851256530758748,-3.60282721921622e-17,0.0851256530758749,-1.87056074816267e-17,0.0851256530758749,-6.8635457529273e-17,0.0851256530758749,-5.44129090306394e-18,0.0851256530758748
