"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","AFR",0.00174135849973864,0.101770623745429,-0.00270828157195015,0.104932381814355,-0.00208742987347415,0.105382016014177,0.00107196130983149,0.101480557996372,7.95698585139914e-05,0.10169995520934
"Standard PCA","AFR",-1.73822796784747e-17,0.101015254455221,0,0.101015254455221,2.18680292729198e-17,0.101015254455221,3.18207861855948e-17,0.101015254455221,-1.5419764230905e-17,0.101015254455221
