"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","AFR",-0.000704236654869223,0.0998535447861917,-0.00231821501034938,0.0994800882182395,0.0026779979794163,0.100264459510834,0.00213624116682585,0.0936312465516643,-0.000467374435089023,0.096471021738335
"Standard PCA","AFR",-5.61168089965773e-18,0.0932504808240314,-3.96892767693314e-17,0.0932504808240313,-9.86997839779908e-18,0.0932504808240313,-3.46196969559165e-18,0.0932504808240313,-1.66854975717338e-17,0.0932504808240314
