"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","AFR",-0.000191973230001185,0.10138029882766,-0.00137061100404355,0.101747604803526,-0.000820406701126533,0.10115709796577,0.000862998249974463,0.101134636968552,0.000259383004901103,0.101277438963158
"Standard PCA","AFR",-1.06010879087472e-17,0.101015254455221,-5.78241158658936e-18,0.101015254455221,-1.6471111792103e-17,0.101015254455221,-4.58212312088823e-18,0.101015254455221,-1.66813813043426e-17,0.101015254455221
