"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","EUR",-0.000763222651833333,0.105629855429718,-0.000223840414264882,0.105420189242491,-3.60597293477097e-05,0.105420604067962,-0.000121102042884229,0.105422552160436,-2.77243228159975e-05,0.105410124399374
"Standard PCA","EUR",-1.90628953404045e-17,0.105409255338946,-4.35777787481646e-17,0.105409255338946,6.71013915982238e-18,0.105409255338946,-3.05006325446472e-19,0.105409255338946,-3.05006325446472e-17,0.105409255338946
