"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","EUR",-9.96454615271952e-08,0.0971285862411956,4.95258421935915e-06,0.0971285997461954,-2.65051134956451e-05,0.0971289731949348,2.38908677073322e-06,0.0971285893796397,3.13517529921123e-05,0.0971291276493278
"Standard PCA","EUR",8.8195287002933e-18,0.0971285862357264,-2.28756525663857e-17,0.0971285862357265,3.37217273834744e-18,0.0971285862357265,2.16597248963085e-17,0.0971285862357264,-8.49528132160605e-18,0.0971285862357264
