"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","SAS",-0.000355310381663251,0.0960462629021854,0.00127054450802285,0.0978593493973044,0.000312468701265495,0.0987262555380067,0.000698718765289879,0.0989117020904747,0.000607564653519794,0.0980673543313216
"Standard PCA","SAS",6.53016453696475e-17,0.0830454798537399,-5.81013547775794e-18,0.08304547985374,-7.78843314043012e-18,0.08304547985374,-6.29728385114868e-19,0.0830454798537399,-8.28746318146454e-18,0.0830454798537399
