"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","SAS",0.00174832470908392,0.10043443152833,0.00142468903772647,0.099844094411785,0.00207223198622104,0.100591246566335,0.00203596672766194,0.10053447995807,-0.00103195215872037,0.0994168405225987
"Standard PCA","SAS",-1.15468583993175e-16,0.0990147542976674,1.65994510477936e-16,0.0990147542976674,3.3246059626973e-17,0.0990147542976674,3.85007559813882e-17,0.0990147542976674,2.29050866730918e-18,0.0990147542976675
