"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","AFR",4.59372675494842e-05,0.0839823378745579,0.000166961898774733,0.0875412784084658,1.48258025290064e-05,0.0850029719157265,1.16589177530353e-05,0.0889091445884344,0.00013896599858256,0.0875304215979868
"Standard PCA","AFR",-1.01237682407006e-16,0.0751646028002829,1.01793183744819e-17,0.0751646028002829,2.96267380166826e-18,0.0751646028002829,2.56310266394326e-18,0.0751646028002829,1.51642119585388e-17,0.0751646028002829
