"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","AFR",0.00169444973527204,0.121214473257509,0.00494656319624561,0.12478273773255,-0.00024217489286681,0.12176449267816,-0.00305925620413639,0.121146793779666,-0.00380318730352585,0.122073642736287
"Standard PCA","AFR",-1.4264584258539e-16,0.117041147196131,2.56223345843601e-17,0.117041147196131,2.92558770002575e-17,0.117041147196131,2.53410280747423e-17,0.117041147196131,-1.55890690746564e-17,0.117041147196131
