"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","EAS",1.65725038870017e-17,0.0990147542976674,1.66735557399713e-17,0.0990147542976675,-2.69471607918727e-18,0.0990147542976675,5.96205932520184e-18,0.0990147542976675,1.34735803959364e-17,0.0990147542976675
"Standard PCA","EAS",1.65725038870017e-17,0.0990147542976674,1.66735557399713e-17,0.0990147542976675,-2.69471607918727e-18,0.0990147542976675,5.96205932520184e-18,0.0990147542976675,1.34735803959364e-17,0.0990147542976675
