"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","AFR",-0.0025064580273891,0.0920124654534707,-6.97201177928137e-05,0.0891736969966061,0.00033701495693123,0.0916537196615352,0.000494594278946299,0.0894568820818841,-0.0025751100718729,0.088197257972434
"Standard PCA","AFR",1.35983692613484e-17,0.0821994936526786,-2.51709540608178e-17,0.0821994936526787,2.39484979200288e-17,0.0821994936526787,-3.44616207308144e-18,0.0821994936526786,9.90771596010915e-18,0.0821994936526786
