"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","AMR",-0.00379854231380893,0.0915514853527932,0.00271526350940977,0.0915579952373514,-0.00136611071768746,0.101732734631637,0.000941032528765442,0.101352366255035,-0.000684393240321664,0.100302090666757
"Standard PCA","AMR",4.1803991962064e-18,0.0909090909090909,9.3788820061828e-17,0.0909090909090909,1.10737921564815e-16,0.090909090909091,-7.74084803542438e-17,0.0909090909090909,7.28015098114857e-18,0.090909090909091
