"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","SAS",-0.000508396227947977,0.0979303912336558,-0.000838746212961324,0.0942266037716517,-0.00262021968145362,0.102259123766927,9.22067773297444e-05,0.0946362782746852,0.00259282267759299,0.0953441243654615
"Standard PCA","SAS",-7.10627950246639e-18,0.0940720868383598,-7.20671086160189e-17,0.0940720868383597,2.38296224857867e-17,0.0940720868383597,-3.28684448079816e-17,0.0940720868383597,3.16510950002786e-17,0.0940720868383597
