"Method","SuperPop","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd"
"PC-AIR","EUR",0.00205599639746822,0.0767750664233044,-0.00111119788103009,0.0810257399362677,-0.000807685072772705,0.0841553829166192,-0.000448489422661382,0.0821432842304071,-0.000440198704867014,0.0816719918055993
"Standard PCA","EUR",-6.28958399949133e-18,0.0749531688995861,2.63600438807649e-18,0.0749531688995861,9.71057498842883e-18,0.0749531688995861,-6.00853941399788e-18,0.0749531688995861,-2.9461225513796e-18,0.0749531688995862
